texto,estrela,positivo,categoria,preco,frete,dias_entrega,dias_estimado,atrasou
Chegou conforme eu solicitei e o produto alem de barato é muito bom!,5,1,health_beauty,99.0,12.82,14,25,0
"",3,0,construction_tools_construction,50.0,18.45,13,19,0
"Produto igual a da foto. 
Amei o meu pedido. 
Super recomendo..

",5,1,baby,64.99,18.33,14,25,0
"Me surpreendeu a agilidade da entrega, super satisfeito e produto de boa qualidade. Recomendo ",4,1,sports_leisure,65.9,18.34,6,41,0
"",5,1,health_beauty,199.9,43.86,11,25,0
"",4,1,toys,104.99,25.47,10,27,0
"Para quem não é extremamente exigente, recomendo. O produto veio com pequenos arranhões mas nenhuma avaria. Tudo ok.",4,1,sports_leisure,281.0,28.05,15,22,0
"",4,1,computers_accessories,159.0,20.17,7,22,0
"",5,1,computers_accessories,19.74,21.15,13,32,0
"Do total de 2 produtos foi entregue apenas um, e o outro até o presente momento nada ( 21/11/2017)",1,0,auto,64.9,14.64,6,27,0
"Parece plástico de encapar caderno, muito fino, não parece em nada com o descrito e não é blackout. O desenho parece que foi impresso errado e com resto de tinta, é todo falhado. PÉSSIMO NAO RECOMENDO",1,0,furniture_decor,45.9,11.85,9,28,0
Foi conforme solicitado e no prazo informado.,4,1,home_appliances,104.0,10.14,8,15,0
"EM UM DOS FRASCOS ESTAVA FALTANDO 20 CAPSULAS, ACHO UM ABSURDO A GENTE COMPRAR UM PRODUTO TÃO CARO E AS PESSOAS TER A CORAGEM DE FAZER ESTE 
TIPO DE SACANAGEM.",1,0,sports_leisure,43.0,12.96,7,17,0
Tudo ocorreu dentro do previsto.,5,1,furniture_decor,188.0,16.62,9,23,0
"Estava previsto para até 22/02 e chegou antes, super agradeço.",5,1,audio,189.0,16.07,14,28,0
Comprei dois cobre leitos e veio apenas um!! Esperando providências das lojas lannister!! Pois foi no site de vcs que comprei!!,1,0,bed_bath_table,54.9,2.68,13,25,0
"",1,0,construction_tools_construction,155.6,21.58,22,25,0
"Produto de boa qualidade..um pouco menor do que esperava, mas bonito.",3,0,furniture_decor,29.99,15.56,33,31,1
"td otimo,porem ainda nao abri o produto e nem fiz uso dele.",5,1,sports_leisure,829.99,63.13,4,20,0
"",4,1,furniture_decor,45.89,14.52,19,41,0
Entrega no prazo e amei meu produto.,5,1,housewares,109.0,13.78,15,20,0
Comprei um relógio na cor branca e recebi um preto! ,3,0,furniture_decor,64.9,14.2,9,31,0
Entregue bem antes do prazo. Sem nenhum problema.,5,1,bed_bath_table,99.9,15.98,7,27,0
"",5,1,health_beauty,14.89,18.23,8,26,0
Não recomendo porque não recebi o produto e quando mandei msg não teve resposta na data aprazada. ,1,0,desconhecida,159.77,16.88,44,28,1
"",2,0,agro_industry_and_commerce,25.0,15.79,25,23,1
Produto entregue conforme descrição. Muita fofa!!! ,5,1,bed_bath_table,69.9,23.07,23,22,1
"",5,1,garden_tools,129.9,15.41,8,11,0
fiquei muito satisfeita com o atendimento e com o produto,5,1,cool_stuff,44.99,15.1,10,22,0
O produto ainda não chegou pra mim esta sendo ruim.,1,0,sports_leisure,120.0,8.26,20,13,1
"",5,1,auto,285.0,35.76,6,20,0
"",5,1,computers_accessories,79.9,17.0,14,36,0
"Compatível com o valor ,a entrega super rápida. Parabéns pra lojas!!!
 ",3,0,cool_stuff,129.99,25.4,15,34,0
"Produto excelente, entregue no prazo ",5,1,fashion_shoes,157.9,18.36,18,26,0
"Faltou um produto o, a guia dupla cinto segurança para dois caes",1,0,pet_shop,20.0,7.29,9,30,0
e ótima loja ok,5,1,telephony,19.0,11.85,8,26,0
"Ainda não recebi o produto foi comprado desde fevereiro, o que houve com a entrega? Vai chegar ainda? ",1,0,baby,174.9,40.21,72,36,1
Excelente produto ótimo prazo de entrega recomendo a todos.,4,1,sports_leisure,99.9,13.25,6,15,0
"",5,1,watches_gifts,178.99,19.35,9,29,0
"",5,1,construction_tools_construction,45.97,19.51,8,21,0
"Muito bom, foi entregada bem antes do previsto. ",5,1,computers_accessories,240.35,37.0,12,30,0
"Melhor preço e entrega super rápida, sou fregues a muito tempo, loja totalmente confiável...",5,1,health_beauty,98.0,27.23,16,29,0
"Adorei os quadros, são lindos!
Vieram super bem embalados e a entrega foi bem rápida.
Recomendo.",5,1,furniture_decor,99.9,27.0,6,12,0
Produto bem embalado e entrega de qualidade,4,1,health_beauty,119.9,13.86,16,17,0
"",5,1,pet_shop,139.0,17.41,9,36,0
"O produto não é de boa qualidade os blocos não se encaixam direito e qualquer movimento que faz eles já desfazem tudo o que foi montado. 

Uma pena estava esperando por algo melhor. ",3,0,cool_stuff,25.0,17.92,19,28,0
um ótimo produto ,5,1,auto,108.9,13.67,11,10,1
Entregue a tempo e em condições ,5,1,garden_tools,59.9,19.66,15,32,0
"",5,1,auto,53.9,11.73,5,14,0
MUITO BOA A COMPRA,5,1,housewares,198.95,30.27,7,23,0
Tudo maravilhoso,5,1,telephony,299.99,19.38,10,25,0
Vcs me mandaram numeração errada,2,0,fashion_shoes,84.9,17.84,11,38,0
Filtra muito bem.Atendeu minhas expectativas,5,1,small_appliances,48.0,17.6,16,30,0
"",3,0,cool_stuff,64.9,37.59,27,31,0
super recomendo,4,1,fashion_bags_accessories,49.0,15.1,9,24,0
"As tesouras vieram tortas, cor diferente da divulgada na compra. ",1,0,health_beauty,89.99,12.97,10,22,0
Produto dentro do prazo de entrega e também conforme feito pedido.,5,1,computers_accessories,838.0,13.61,8,20,0
"",5,1,musical_instruments,83.9,23.17,18,24,0
"",5,1,sports_leisure,159.0,22.19,10,24,0
"",3,0,telephony,24.99,7.78,7,14,0
Produto não foi entregue até o momento e ninguém entrou em contato. ,1,0,baby,35.9,8.41,15,8,1
Fiquei muito satisfeita.,5,1,bed_bath_table,75.5,17.78,10,28,0
"Eu ainda daria mais um tempo para responder, devido ao transtorno da greve dos caminhoneiros, mas as Lojas lannister ficam me questionando através de e-mails para saber se recebi. NÃO recebi. Pronto!",1,0,cool_stuff,131.99,11.56,6,18,0
"O produto não é adequado ao que condiz na descrição. 
",2,0,desconhecida,39.9,14.1,7,16,0
leva um tempo excessivo para enntregar um produto tão pequeno. a compra é do dia 25/04 e até hoje não recebi a capa do celular. um absurdo,1,0,telephony,34.9,14.52,24,21,1
recebi no prazo porem a Cor veio diferente ao do anuncio,3,0,construction_tools_construction,169.0,46.77,16,35,0
"Só uma crítica, o site saiu do ar a parte dos pedidos e não pude rastrea-lo. Site muito ruim nessa parte. E na central não tem como reclamar sem o número do pedido, ou seja, sem comunicação, só espera",4,1,health_beauty,79.9,14.31,21,26,0
"",5,1,telephony,37.99,10.96,11,19,0
"",4,1,fashion_bags_accessories,99.0,14.42,8,31,0
EXELENTE FORNECEDOR,5,1,health_beauty,23.99,15.1,7,35,0
"RECEBI UM PRODUTO CERTO E O OUTRO ERRADO.NÃO ESTOU SATI FESTA,
 PORQUE ACHEI A PARTE DE DEVOLUÇÃO DAS lannister DE DIFÍCIL ACESSO.TIVE LIGAR PARA CONSEGUIR DEVOLVER E AINDA NÃO RECEBI O OUTRO PRODUT",2,0,bed_bath_table,179.46,21.75,11,27,0
"",4,1,sports_leisure,25.9,15.1,11,27,0
Comprei duas toalhas e recebi apenas uma.,1,0,bed_bath_table,43.0,12.48,3,15,0
"Eu recomendo , gostei ",4,1,furniture_decor,49.0,16.92,28,28,0
"",5,1,electronics,45.49,24.84,39,36,1
Chegou antes do prazo indicado e o produto é de ótima qualidade ,5,1,fashion_bags_accessories,79.9,11.17,6,26,0
"Preciso da cadeira com urgência, pessoa com deficiência .",1,0,health_beauty,499.99,99.31,25,20,1
"",5,1,telephony,18.99,15.1,13,25,0
"",4,1,baby,134.9,39.21,15,29,0
"Valor cobrado muito alto,após finalizar a compra,resolvi olhar em outros sites e encontrei a mesma mercadoria por menos da metade do preço pago,mas como fiz a compra com cartão de crédito...",3,0,cool_stuff,93.5,15.4,5,32,0
Gostei de ter comprado nesta loja. Atendimento perfeito.,5,1,furniture_mattress_and_upholstery,86.5,47.32,7,12,0
Amei minha cadeira! ,5,1,office_furniture,139.99,30.56,28,39,0
"",5,1,stationery,118.9,8.57,3,9,0
"Produto entregue dentro do prazo e sem problemas. A qualidade do produto não é boa, as camadas de espuma EVA foram coladas desalinhadas com a concha externa de ABS havendo sobra na parte frontal.",3,0,sports_leisure,104.9,18.01,14,25,0
MUITO BOA NOTA 1000,5,1,watches_gifts,108.0,17.33,25,30,0
"Acredito que a capacidade é de 450ml... É bom, simples, nada de espetacular, para presentear quem gosta do tema Harry Potter, está valendo!",3,0,housewares,28.9,12.79,6,19,0
"",5,1,computers_accessories,95.0,13.17,11,21,0
Produto falso! Veio em uma caixinha completamente nada a ver com o produto.,1,0,desconhecida,149.0,8.3,8,20,0
"",4,1,toys,79.9,13.68,8,16,0
"Eu encaminhei um pedido com 3 luminárias e só chegou 2,gostaria de saber como faz pra vir a outra!!! obrigada ",3,0,furniture_decor,38.4,9.34,8,20,0
"",5,1,cool_stuff,131.99,11.82,14,26,0
"PARABENS AS LOJAS AMERICANA OTIMO PRODUTO E RAPIDA ENTREGA 
",5,1,health_beauty,23.99,11.85,6,25,0
"",5,1,toys,299.99,14.93,6,18,0
"Muito bom , entrega foi rápida.",5,1,housewares,32.0,8.99,7,8,0
É um bom vendedor.,4,1,computers_accessories,229.9,35.41,18,24,0
Entregue bem antes da data!! ,5,1,electronics,103.9,11.75,3,10,0
"Chegou antes do previsto,parabens pelos responsáveis pela logística da entrega.",5,1,auto,169.0,18.47,8,23,0
Pedi o scuba veio o pro diver...mais gostei do produto. ,4,1,watches_gifts,599.99,21.77,10,32,0
"Bom preço, e boa qualidade. Testado pelo Inmetro.",5,1,garden_tools,99.9,17.27,10,25,0
"Entrega antes do prazo, produto muito bom, além de bonito, meu filho está amando!",5,1,computers_accessories,89.9,17.2,16,24,0
Ainda não recebi meu puf,1,0,furniture_decor,38.9,44.81,39,27,1
No rastreamento esta q entregou o meu pedido ao destinatário mas nada chegou em minha casa ate o momento ,2,0,fashion_male_clothing,64.9,17.29,8,23,0
"Tudo certo com a garantia estendida, também.",5,1,watches_gifts,139.9,25.47,16,34,0
Como sempre nunca tive problemas em comprar no stark.,5,1,computers_accessories,89.7,15.38,16,30,0
"",4,1,housewares,59.9,17.67,18,33,0
"",5,1,furniture_decor,119.0,17.08,12,26,0
"",4,1,computers_accessories,17.5,10.96,13,20,0
"Comprei essa boneca para minha filha de aniversario , ela amou ...Realmente essa boneca é linda e a entrega foi super rápida !!! Eu recomendo o produto e a loja , estão de parabéns !!!",5,1,toys,86.99,13.63,6,20,0
"",5,1,toys,129.99,18.0,14,49,0
Ainda não recebi o produto adquirido e não houve nenhuma comunicação sobre o atraso.,1,0,sports_leisure,287.0,24.59,30,21,1
"",4,1,housewares,97.0,27.41,19,26,0
Chegou muito antes do prazo e tudo certinho.,5,1,computers_accessories,28.9,18.23,5,31,0
"",4,1,toys,104.99,20.81,10,31,0
"",5,1,furniture_decor,189.99,18.04,6,20,0
"",5,1,sports_leisure,64.9,15.21,8,34,0
"",5,1,garden_tools,59.9,17.67,13,21,0
" 
A MINHA COMPRA CHEGOU PERFEITA, A ENTREGA FOI BEM RAPIDA.A NOTAAAAAAAAAAAAAAAAA;10",5,1,musical_instruments,139.0,68.24,4,22,0
"",5,1,sports_leisure,72.9,16.27,7,22,0
Muito legal chegou antes do prazo e em perfeita ordem,5,1,auto,49.9,11.85,6,23,0
"Produto com defeito apresenta risco por não ser confiável, já eviei e-mail e efetuei ligações e sem retorno.",1,0,garden_tools,32.5,7.78,5,14,0
"Amei o produto, chegou antes da data prevista para entrega, super amei, super recomendo ",5,1,watches_gifts,155.0,19.19,10,25,0
Linda mochila e os kits minha menina amou super recomendo.,5,1,stationery,159.0,14.13,9,20,0
como vou recomendar se não recebi meu produto.,1,0,bed_bath_table,87.85,17.86,45,29,1
"Amei o Relógio veio tudo certinho , no prazo certo no jeitinho que eu queria ... ótimo, recomendo . ",5,1,watches_gifts,170.0,19.07,12,28,0
"Estou satisfeito com o Produto, Chegou bem antes do Prazo e um produto perfeito.estao de parabéns.. recomendo o site e o vendedor 👊??👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏",5,1,cool_stuff,265.0,45.85,6,23,0
"Gostei, produto bacano só deveria ter tamanhos de raladores diferentes.",4,1,housewares,45.5,18.47,10,29,0
"tenho nada a dizer, apenas que vocês não querem clientes, pois não prezam pelo os mesmos.",1,0,sports_leisure,87.5,25.89,62,29,1
"Foi feita entrega parcial, falta dois suoortes tv e um leitor óptico. ",1,0,electronics,97.9,16.94,8,25,0
"",5,1,auto,29.99,7.47,2,6,0
"",4,1,furniture_decor,230.0,75.01,19,24,0
"Ainda nao recebi o produto, nao tenho como avaliar a aquisição.",3,0,stationery,99.0,13.71,6,22,0
Comprei o Mouse Gamer Usb 3200 Dpi Ótico 7 Botões X SOLDADO GAMER e recebi o Mouse Gamer Usb Spider 2 Om-705 Preto/vermelho Fortrek,3,0,computers_accessories,21.99,25.63,9,28,0
"",5,1,electronics,19.9,22.06,16,28,0
"A cadeira chegou bem embalada e antes do prazo. Recomendo as outros compradores
Vera",5,1,pet_shop,315.0,36.5,11,26,0
"",5,1,watches_gifts,139.9,15.15,15,23,0
"Segunda vez que compro no site, e o produto não foi entregue na minha residência. Sei que é um problema dos correios, mas nós pagamos o frete da mesma forma.Existem outras empresas de frete para isso.",1,0,sports_leisure,50.0,18.23,26,28,0
Entrega rápida .,5,1,cool_stuff,49.95,11.85,5,25,0
Gostei do produto. Eu recomendo.,4,1,housewares,74.99,16.49,11,37,0
"COMO SEMPRE,MUITO SATISFEITA;ENTREGA FEITA MUITO ANTES DO ESTIPULADO.
PARABÉNS!!!!!!!",5,1,bed_bath_table,44.99,9.44,3,15,0
Produto dentro do esperado,5,1,luggage_accessories,99.9,36.21,12,23,0
"Gostei do produto, bonito, boa qualidade... como está no site. Não teve nenhuma intercorrencia com o vendedor, tudo certinho.",4,1,bed_bath_table,649.9,31.62,35,48,0
"comprei, já paguei e ainda nã recebi",3,0,health_beauty,199.89,14.42,28,26,1
Entrega rápida...,5,1,perfumery,175.0,13.89,7,16,0
"Apesar da tinta na cor azul ter vindo vazando, perdeu só um pouco de tinta, no geral gostei da compra, recomendo, mais toma mais cuidado no controle de qualidade dos produtos.
Obrigado.
",4,1,computers_accessories,149.9,27.32,11,40,0
Entrega antes do prazo e produto conforme o anúncio. Recomendo.,5,1,fashion_bags_accessories,99.9,14.04,5,17,0
"Produto diferente do oferecido, e cheio de defeitos.",1,0,desconhecida,69.99,15.24,12,30,0
"",,0,toys,48.9,16.11,32,25,1
"",5,1,bed_bath_table,69.9,54.99,11,26,0
Sempre compro no baratheon. Acho excelente. ,5,1,bed_bath_table,69.9,17.74,14,21,0
"A entrega aconteceu dois dias após a compra, o detalhe que a empresa era da mesma cidade que a minha, desta forma achei exagerado a cobrança do valor do frete, pois a parceira fica 2km da minha casa.",5,1,auto,526.0,68.42,3,18,0
"",5,1,sports_leisure,370.0,17.41,18,21,0
"Dei 3 Estrelas pois, Ainda não usei o produto mais em breve digo algo sobre isso!",3,0,garden_tools,99.0,38.53,8,22,0
"Entrega bem antes do prazo estipulado, produto em excelente estado e qualidade.",5,1,garden_tools,59.9,17.67,14,26,0
"Produto chegou dentro do prazo. Atende pelo custo benefício, porém a bolsa não é forrada e a alça é de plástico. Estou satisfeita.",4,1,cool_stuff,82.99,23.16,5,29,0
"",5,1,computers_accessories,496.9,36.86,16,45,0
"",2,0,sports_leisure,29.9,15.1,27,33,0
"produto bonito, porem com acabamento mau feito",3,0,construction_tools_lights,55.9,23.54,10,40,0
"",5,1,home_appliances,119.7,18.72,12,29,0
"",1,0,stationery,89.0,15.38,17,24,0
"Material do produto bom, porém não cabe perfeitamente.",2,0,auto,59.9,13.44,6,20,0
"",5,1,home_appliances_2,2110.0,43.35,11,30,0
"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ",1,0,computers_accessories,31.9,34.15,14,33,0
"",5,1,music,68.9,18.58,9,22,0
"",5,1,health_beauty,69.9,19.4,13,25,0
"",5,1,sports_leisure,36.0,7.78,2,10,0
"Produto ótimo, entrega muito rápida, antes do prazo , na CAIXA!",5,1,sports_leisure,41.79,15.1,6,25,0
"Produto de qualidade, perfeito, gostei.",5,1,garden_tools,59.9,17.67,14,34,0
"",4,1,electronics,60.9,11.15,2,8,0
produto chegou bem antes do prazo ,5,1,bed_bath_table,169.99,33.64,16,37,0
"produto entregue no prazo. A bolsa é pequena, mas é a conta para um kimono + faixa, me atendeu bem",5,1,sports_leisure,49.9,22.28,12,15,0
"A fabricação é feita em minha cidade, por isso a entrega foi extremamente rápida, produtos vieram conforme comprado. Tudo ok.",4,1,garden_tools,49.0,16.1,4,20,0
"",5,1,bed_bath_table,19.9,18.23,17,34,0
"ótimo produto, combina com tudo! E chegou tudo certinho dentro do prazo.",5,1,watches_gifts,106.9,0.0,8,25,0
Gostei muito ótima qualidade . ,5,1,housewares,149.97,16.12,2,21,0
"",5,1,health_beauty,59.99,25.7,19,29,0
"",1,0,cool_stuff,229.0,23.35,9,16,0
Estou satisfeita com a compra.,4,1,desconhecida,32.9,20.8,15,40,0
"",5,1,housewares,75.0,23.68,8,23,0
"Só deixou a desejar na entrega, quem foi entregar não se deu o trabalho de chamar, apenas pegou o papel e colocou em baixo da porta, eu tive que buscar no correio. Mais o produto chegou certo.",4,1,sports_leisure,30.0,15.1,10,23,0
Muito satisfeito a minha mulher adorou,5,1,health_beauty,29.9,7.47,8,7,1
"Mais de vinte três (23) dias que comprei um produto e ele não chega, passou até mesma a previsão.",1,0,bed_bath_table,99.9,17.2,26,24,1
Estou solicitando a devolução do produto.,1,0,auto,26.9,22.91,13,20,0
"Funciona bem, mas os botões são altos e mais duros que o original.",4,1,electronics,18.9,13.47,11,35,0
"Bom atendimento
5
",3,0,bed_bath_table,119.9,13.57,15,24,0
Veio procuro diferente por isso estou cancelando e pedindo devolução do dinheiro ,1,0,housewares,101.0,13.29,9,22,0
"A entrega ocorreu no prazo, apesar do susto que o correio pregou informando que a encomenda não havia chegado no centro de distribuição durante o rastreio.",4,1,bed_bath_table,96.2,24.87,24,37,0
"Amei, realmente condiz com a propaganda...
Perfeito",5,1,housewares,349.99,28.75,8,17,0
Entrega antes do prazo panelas são bonitas porém a frigideira veio amassada.,4,1,sports_leisure,119.0,21.47,5,12,0
"Rapida entrega, mesmo sem gqsolina nos postos, recomendo 100%, continuem assim pois estao de parabens",5,1,sports_leisure,106.0,13.18,8,16,0
"",5,1,housewares,139.9,12.0,2,8,0
"Se o correio não tivesse sumido com meu produto teria recebido antes,pois pelo rastreio dizia que tentaram entregar duas vezes e quando fui buscar no correio, ninguém achava meu produto.3 dias encontr",4,1,food,19.99,11.85,21,22,0
"",3,0,sports_leisure,139.9,26.26,10,28,0
"Super enrolado.. transporte desatualizado, e fora do prazo. Mais de 30 dias esperando .",2,0,computers_accessories,288.92,16.77,28,25,1
"",4,1,home_appliances,44.1,7.87,4,10,0
Produto correto e entregue no prazo ,5,1,housewares,52.9,15.12,9,23,0
"Havia pedido duas unidades , e chegaram em dias diferentes . 
Achei q nao viria a outra , mas hoje chegou . Td certo 
Obrigada ",5,1,desconhecida,59.99,24.07,23,20,1
"",5,1,baby,199.99,10.09,1,13,0
O produto chegou intacto e dentro do previsto. Muito satisfeita com a compra.,5,1,desconhecida,49.98,13.37,5,19,0
"",3,0,housewares,6.0,10.96,9,19,0
"",4,1,housewares,39.9,18.38,8,12,0
"Produto bom, entrega excelente .",4,1,furniture_decor,52.99,12.71,11,23,0
"Excelente produto.
Obrigada",5,1,furniture_decor,28.9,14.11,18,53,0
Nada a reclamar recebi com antecencia ao marcado.,2,0,electronics,13.65,15.1,12,30,0
"",5,1,perfumery,7.0,14.1,11,21,0
O produto chegou antes do prazo,5,1,musical_instruments,1899.0,284.6,17,45,0
"Gostei muito do produto, só não gostei mais porque tive que retirar no Correios.

",4,1,housewares,40.99,11.31,4,8,0
"Não aconselho pois co.ptei está porque as outras estavam mais baratas e tinha pressa, porém os funcionários do sac São muito mau educados ",2,0,musical_instruments,84.9,14.34,11,19,0
"",4,1,toys,639.99,15.1,6,13,0
"",5,1,fashion_bags_accessories,63.9,23.17,21,43,0
A avaliação geral foi regular porque ainda não testei o produto. Avaliei a compra/entrega. ,3,0,computers_accessories,119.0,58.69,5,35,0
"",5,1,perfumery,149.9,26.33,16,36,0
Produto correspondeu as discrições,4,1,pet_shop,74.0,12.86,6,20,0
"",5,1,toys,38.9,9.26,5,16,0
"Embora seja problema dos correios a empresa nao deveria dar um prazo de entrega, apenas se utilizasse transportadora própria. Comprei 4 unidades e só chegou 1",1,0,furniture_decor,80.0,18.14,27,31,0
O produto ainda não chegou,1,0,sports_leisure,286.0,48.8,58,27,1
Recomendo. Chegou rápido e amei o rádio! ,5,1,audio,29.9,14.11,4,27,0
"",4,1,furniture_decor,59.9,17.16,10,60,0
"",5,1,sports_leisure,169.9,22.49,12,16,0
"Chegou antes do prazo, parabéns!",4,1,watches_gifts,72.0,17.78,19,33,0
Produto bom! E a entrega como sempre dentro do prazo!,5,1,computers_accessories,29.99,8.29,8,13,0
"",4,1,furniture_decor,69.9,0.0,18,31,0
"Foi muito fácil fazer a compra, e a entrega correspondeu ao produto.",5,1,health_beauty,56.89,15.16,11,30,0
"Eu comprei o de 120 cápsulas e me enviaram o de 60, a caixa veio um pouco amassada, a nota fiscal danificada em razão da quantidade de durex. Quero o meu dinheiro de volta!",1,0,sports_leisure,179.0,16.0,18,22,0
"Meu produto foi entregue antes do prazo estipulado, chegou em perfeito estado, bem embalado, estou bem satisfeita, recomendo!!",5,1,stationery,74.5,21.16,4,17,0
"",4,1,fashion_bags_accessories,49.99,8.27,15,22,0
"Rápida, Pratico.",5,1,health_beauty,57.99,15.16,7,22,0
"",5,1,garden_tools,59.0,13.43,11,20,0
Ele tem um acabamento muito bom e lindo serdas macia e de boa precisão ,5,1,perfumery,47.9,15.1,12,26,0
"o produto chegou no prazo em perfeito estado 
",5,1,garden_tools,49.9,28.75,24,37,0
A PREVISÃO PARA ENTREGA ERA DIA 12/04. HOJE SÃO 17/04 E AINDA NÃO RECEBI E NÃO CONSIGO RASTREAR O PRODUTO. A EMPRESA ,1,0,auto,139.0,40.48,39,33,1
Rápido e eficaz.,4,1,furniture_bedroom,169.0,33.66,7,25,0
"",4,1,musical_instruments,247.9,24.89,30,29,1
Nunca tive nenhum problema quanto as entregas,3,0,perfumery,99.9,14.87,17,39,0
Muito bom comprar nesse site,5,1,watches_gifts,169.9,12.69,3,18,0
"Gostei muito do produto. Ainda não coloquei, mas veio com as cores iguais as da foto.",5,1,furniture_decor,48.0,19.32,13,27,0
Nao tive problemas na entrega nota *****,5,1,stationery,34.9,16.32,16,20,0
"",5,1,computers_accessories,30.0,8.96,3,5,0
"",5,1,baby,59.9,16.18,20,24,0
"",4,1,health_beauty,349.9,31.98,10,25,0
Chegou dias antes do esperado e produto muito bom ,4,1,luggage_accessories,119.99,15.94,11,15,0
tudo certo como deve ser uma empresa que zela pelo nome,5,1,bed_bath_table,69.0,14.57,9,23,0
atende o que promete tipo pelo valor ta dentro do que promete,5,1,auto,229.99,43.89,6,35,0
"este produto foi bem resolvido,,,,",5,1,pet_shop,78.87,12.89,8,18,0
"",5,1,garden_tools,410.0,20.67,7,33,0
"",5,1,cool_stuff,16.9,13.5,14,22,0
"",5,1,bed_bath_table,49.9,14.52,9,22,0
Prazo previsto eram 12 sias. Já se passaram 30 e até agora nasa da mercadoria.,3,0,health_beauty,60.99,27.49,45,21,1
Gostei muito loja recomendável!,5,1,stationery,49.9,14.1,18,27,0
Produto de qualidade!,5,1,bed_bath_table,134.9,23.81,9,28,0
Recomendo a todos,5,1,health_beauty,29.0,12.86,8,18,0
muito bom comprar aqui,5,1,auto,389.9,19.98,37,31,1
"indico produto de alta qualidade, recebi antes do prazo combinado.",5,1,watches_gifts,105.0,19.7,9,36,0
"O relógio comprado chegou sem a bateria, péssima escolha de loja. Completamente insatisfeita.",1,0,watches_gifts,350.0,20.33,19,27,0
"",5,1,computers_accessories,181.5,20.46,9,31,0
"Muito lindo, e chegou dentro do prazo.",4,1,watches_gifts,155.97,16.19,14,38,0
"A loja está sendo bem correta comigo. Vou devolver o produto. O anúncio dava a entender que era o relógio. Mostravá fotos do relógio, descrição das funções e a redução de preço de 899 por 250",1,0,telephony,249.0,15.49,16,23,0
Produto de qualidade chegou antes do prazo recomendo,5,1,bed_bath_table,159.9,27.2,4,24,0
"",1,0,garden_tools,53.9,22.96,41,34,1
"",4,1,luggage_accessories,299.9,20.99,20,40,0
"",4,1,electronics,18.9,16.79,11,20,0
O produto chegou bem embalado e antes do prazo. Estou muito satisfeita!,5,1,home_construction,288.0,19.9,11,43,0
"Produto entregue dentro do prazo e sem avarias.
Recomendo.",5,1,construction_tools_construction,199.0,14.97,2,22,0
"",5,1,auto,56.7,56.95,24,27,0
"O produto é de alta qualidade. Acabamento bem feito, entregue antes do prazo. Já testei e estou muito satisfeito.",5,1,garden_tools,99.0,14.19,13,27,0
Muita demora na entrega. ,1,0,bed_bath_table,69.9,50.15,49,27,1
"Acho muito bom esse tipo de serviço facilita muito a vida das pessoas, mais tem ter mais agilidade na entrega.",2,0,electronics,14.9,42.38,18,32,0
"Satisfeita com produto, com qualidade, prazo de entrega. ",5,1,bed_bath_table,101.75,23.29,16,41,0
"",5,1,housewares,129.0,26.98,16,21,0
"",4,1,fashion_bags_accessories,69.9,15.24,12,23,0
"",5,1,costruction_tools_garden,33.0,16.11,18,31,0
"",5,1,housewares,179.0,17.96,7,17,0
"",4,1,cool_stuff,89.99,19.45,15,18,0
O Controle Remoto não é original e é preciso insistir um pouco nas teclas mas está resolvendo meu problema.,3,0,electronics,12.9,12.48,8,22,0
"",5,1,cine_photo,120.0,17.55,8,16,0
"Chego certo adoro comprar na lannister.com.br
Qto ao produto ainda não usei.",4,1,health_beauty,33.9,15.1,24,37,0
"Muito bom o produto, e me entregaram antes do prazo ",5,1,auto,29.29,18.31,8,23,0
"Recebi apenas o kit com capas para travesseiro, não recebi a capa de lençol. ",2,0,bed_bath_table,120.0,17.66,7,26,0
"Houve um pequeno problema na entrega, mas foi resolvido e logo em seguida chegou.",3,0,sports_leisure,159.0,22.19,30,36,0
"Olha o produto de QUALIDADE, foi entregue com dois dias, após a compra. Um DETALHE, o prazo da entrega seria de 12 DIAS...!!! De fato eu recomendo.",5,1,luggage_accessories,19.99,9.34,2,16,0
"Comprei um quadro mes passado, falaram q iria chegar no comeco do mes mais ate ahora nada",3,0,furniture_decor,19.9,15.1,40,23,1
Adorei as compras pelo site site confiável ,5,1,electronics,19.9,15.1,11,28,0
Comprei um kit mini berço e o prazo de entrega foi no dia 14/02 sendo que até hoje não foi entregue e a empresa não me deu satisfação alguma ou alguma outra data para entrega. ,1,0,baby,109.9,20.01,37,35,1
Não recebi ainda ,1,0,furniture_decor,159.9,29.31,43,29,1
"",5,1,watches_gifts,259.99,16.57,18,31,0
"",5,1,housewares,33.0,26.43,7,22,0
Chegou antes do prazo,5,1,bed_bath_table,49.95,11.85,7,23,0
"Bom dia,

Fiz a compra de 2 toners e recebi somente 1 pelos Correios. Diante disso solicitamos uma posição sobre a entrega do 2° toner que não recebemos.

Desde já agradeço,

Att.,

",1,0,computers_accessories,139.9,16.74,10,25,0
Bom dia!!! Ainda não recebi a minha encomenda! ,1,0,health_beauty,39.49,15.1,37,25,1
